-745,-1609,-191,-349,-1144,-708,-1095,-1051,-740,-1261,-1368,-687,-783,-984,-245,-404,-1221,-340,-900,-453,-305,-244,-173,-160,-270,-175,-268,-453,-92,-68,-75,-737,-77,-72,-75,-66,-53,-60,-54,-53,-54,-53,-59,-52,-60,-71,-53,-61,-55,-57,-109,-77,-53,-60,-56,-51,-55,-51,-52,-54,-52,-51,-54,-51,-52,-58,-51,-53,-68,-53,-54,-51,-52,-51,-54,-55,-57,-53,-52,-51,-51,-51,-53,-52,-51,-51,-51,-52,-52,-51,-51,-51,-52,-55,-52,-51,-51,-51,-53,-52
-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-52,-51,-52,-51,-52,-52,-51,-51,-51,-51,-51,-51,-52,-52,-51,-51,-52,-51,-51,-52,-52,-51,-51,-52,-52,-51,-51,-51,-52,-51,-51,-52,-51,-51,-51,-51,-51,-52,-51,-51,-51,-51,-51,-52,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-52,-51,-52,-51,-51,-52,-51,-51,-52,-51,-52,-51,-51,-52,-52,-51,-51,-51,-51,-51,-51,-51,-51
